NO,SCT_SHIP__NO,MR,COMMERCIAL_INVOICE_NO,INVOICE_DATE,PO_NO,VENDOR,CATEGORY,MAIN_DESCRIPTION_(PO),SUB_DESCRIPTION,SHU,DAS,MIR,AGI,INCOTERMS,CURRENCY,INVOICE_VALUE,FREIGHT,INSURANCE,CIF_VALUE,COE,POL,POD,BL_NO_AWB_NO,VESSEL_NAME_FLIGHT_NO,FORWARDER,SHIP_MODE,PKG,20DC,40DC,40HQ,45HQ,20OT(IN),20OT(OH),40OT(IN),40OT(OH),20FR(IN),40FR(IN),20FR(FV),40FR(OW),"20FR(OW,OH)","40FR(OW,OH)","40FR(OW,OL)",LCL,QTY_OF_CNTR,G_BULK,O_BULK,H_BULK,GWT(KG),CBM,R/T(GRAND-_TOTAL),A_CWT(KG),ETD,ATD,ETA,ATA,ATTESTATION_DATE,DO_COLLECTION,CUSTOMS_START,CUSTOMS_CLOSE,CUSTOM_CODE,DUTY_AMT,VAT_AMT,SHU2,MIR3,DAS4,AGI5,DSV_INDOOR,DSV_OUTDOOR,DSV_MZD,DSV_KIZAD,JDN_MZD,JDN_WATERFRONT,MOSB,AAA_STORAGE,ZENER_(WH),HAULER_DG_STORAGE,VIJAY_TANKS
468,HVDC-ADOPT-HE-0301-2,E01,PRL-CS-029-O2,2025-03-10,4572116646,Hitachi,Elec,Main Converter,Insulators / Hings,,O,,O,DAP,SEK,271602.1,10474.83,27160.21,309237.15,BELGIUM,Antwerp,Khalifa port,GOT36800272,ALETTE MAERSK,Scan Global Logistics AB,C,4,,,1,,,,,,,,,,,,,,1,,,,901,2.2,2.2,,2025-03-10,2025-03-10,2025-04-07,2025-04-07,2025-04-28,2025-04-07,2025-04-09,2025-04-09,47150,13889,14582,,,2025-06-13,2025-11-26,,2025-04-12,,,,,2025-05-28,,,,
469,HVDC-ADOPT-HE-0311-2,E01,PRL-SHU-045-O2,2025-03-10,4572116646,Hitachi,Elec,Main Converter,Aluminium Busbar Tube 160x6mm,O,,,,DAP,SEK,79288.1,16467.56,7928.81,103684.47,BELGIUM,Antwerp,Khalifa port,GOT36800271,ALETTE MAERSK,Scan Global Logistics AB,C,5,,,,,,,,,,,,,,,,,0,,,,1234,6.8,6.8,,2025-03-10,2025-03-10,2025-04-07,2025-04-07,2025-04-28,2025-04-07,2025-04-09,2025-04-09,47150,,,2025-06-02,,,,2025-04-23,,,,,,,,,,
470,HVDC-ADOPT-HE-0309-2,E01,PRL-DAS-028-O2-2,2025-03-10,4572116646,Hitachi,Elec,Main Converter,Aluminium Busbar Tube 160x6mm,,O,,,DAP,SEK,267922.39,49733.56,26792.24,344448.19,BELGIUM,Antwerp,Khalifa port,GOT36800270,ALETTE MAERSK,Scan Global Logistics AB,C,7,,,,,,,,,,,,,,,,,0,,,,1742,9.5,9.5,,2025-03-10,2025-03-10,2025-04-07,2025-04-07,2025-05-06,2025-04-07,2025-04-09,2025-04-09,47150,,,,,2025-08-17,,2025-04-23,,,,,,2025-08-06,,,,
471,HVDC-ADOPT-HE-0310-2,E01,PRL-DAS-028-O3-2,2025-03-10,4572116646,Hitachi,Elec,Main Converter,Aluminium Busbar Tube 160x6mm,,O,,,DAP,SEK,,,,,BELGIUM,Antwerp,Khalifa port,GOT36800270,ALETTE MAERSK,Scan Global Logistics AB,C,9,,,,,,,,,,,,,,,,,0,,,,2053,11.6,11.6,,2025-03-10,2025-03-10,2025-04-07,2025-04-07,2025-05-06,2025-04-07,2025-04-09,2025-04-09,47150,,,,,2025-08-17,,2025-04-23,,,,,,2025-08-06,,,,
472,HVDC-ADOPT-HE-0314,E01,PRL-DAS-029-O,2025-02-27,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,,O,,,DAP,SEK,7932890,110351.91,793289,8836530.91,SWEDEN,Gothenburg,Khalifa port,GOT36800253,ALETTE MAERSK,Scan Global Logistics AB,C,7,,,1,,,,,,,,,,,,,,1,,,,4550,35.3,35.3,,2025-02-27,2025-02-27,2025-04-07,2025-04-07,2025-05-06,2025-04-07,2025-04-17,2025-04-17,47150,166126,174431,,,2025-07-21,,2025-04-24,,,,,,,,,,
473,HVDC-ADOPT-SIM-0054,E04-1,477QGP51798993,2024-12-13,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,400 kV Shuweihat HV Test Bushing_PS035_45188766 SHDC DG,O,,,,CIF,USD,,,,78.5,GERMANY,Hamburg,Khalifa port,DXB00005052,ANE MAERSK,Alpha Maritime,C,1,,,,,,,,,,,,,,,,,0,,,,3.1,0.02,0.02,,2025-02-20,2025-02-20,2025-03-28,2025-03-28,,2025-03-28,2025-04-16,2025-04-16,47150,307,313,2025-04-22,,,,,,,,,,,,,,
474,HVDC-ADOPT-SIM-0055,E04-1,477QGP51800131,2024-12-30,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,GIS Spares - PS036 SHDC-DG,O,,,,CIF,USD,,,,1541.76,GERMANY,Hamburg,Khalifa port,DXB00004984,ANE MAERSK,Alpha Maritime,C,8,1,,,,,,,,,,,,,,,,1,,,,171,0.51,0.51,,2025-02-20,2025-02-20,2025-03-28,2025-03-28,,2025-03-28,2025-04-16,2025-04-16,47150,,,2025-04-22,,,,,,,,,,,,,,
475,HVDC-ADOPT-SIM-0065,E04-1,477QGP51800322,2025-01-08,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,MRDC - Test Bushing -PS039,,,O,,CIF,USD,,,,116516.58,GERMANY,Hamburg,Khalifa port,DXB00004992,ANE MAERSK,Alpha Maritime,C,4,1,,,,,,,,,,,,,,,,1,,,,1108.5,8.63,8.63,,2025-02-20,2025-02-20,2025-03-28,2025-03-28,2025-05-06,2025-04-08,2025-04-10,2025-04-10,47150,21396,22465,,2025-05-09,,,,,,,,,,,,,
476,HVDC-ADOPT-HE-0327,E01,PRL- CS-034-O,2025-03-13,4572116646,Hitachi,Elec,Main Converter,UPS SYSTEM BATTERIES,O,O,,,DAP,USD,826073.1,24477,82607.31,933157.41,India,Visakhapatnam,Khalifa port,HYD2500000018,MSC SABRINA,,C,196,,,8,,,,,,,,,,,,,,8,,,,172256,114.3,172.26,,2025-03-13,2025-03-13,2025-04-01,2025-04-01,2025-04-28,2025-04-02,2025-04-04,2025-04-04,47150,,171351,2025-08-27,,2025-10-29,,,,,,,,2025-10-24,,,2025-05-09,
477,HVDC-ADOPT-SCT-0049,E08,HVDC-ADOPT-SCT-0049,2025-03-01,5000799801,LS Cable,Elec,"MV, LV & Control Cable","MV,LV & Control Cable (6th)",O,O,O,O,FOB,USD,3931938,40000,43251.32,4015189.32,KOREA,Busan Port,Khalifa port,290-700-2502-115,HMM MIR,Deugro,C,295,14,,18,,,,,,,,,,,,,,32,,,,541644,682.29,682.29,,2025-03-01,2025-03-01,2025-04-08,2025-04-08,2025-04-30,2025-04-11,2025-04-14,2025-04-14,47150,716867,773133,2025-05-07,2025-05-12,2025-06-30,2025-09-05,,,,,,,2025-05-05,,,,
478,HVDC-ADOPT-SCT-0057,E08,HVDC-ADOPT-SCT-0057,2025-03-03,5001004422,Roxtec,Elec,Lighting&Small Power System,Multi Cable Transit,O,O,O,O,FOB,USD,72495.76,1600,869.95,74965.71,CHINA,Shanghai,Khalifa port,290-700-2502-193,HMM MIR,Deugro,C,9,,,1,,,,,,,,,,,,,,1,,,,4456,14.31,14.31,,2025-03-01,2025-03-01,2025-04-08,2025-04-08,2025-04-30,2025-04-11,2025-04-14,2025-04-14,47150,15831,16622,2025-04-23,2025-04-19,2025-04-23,2025-04-25,,,,,,,2025-04-17,,,,
479,HVDC-ADOPT-HE-0335,E01,PRL-O-019-O2,2025-03-04,4572116646,Hitachi,Elec,Main Converter,NYTRO 10XN Transformer Oil,O,,,,DAP,USD,349399.47,38086.4,34939.95,422425.82,BELGIUM,Antwerp,Khalifa port,ANRB36921,VANCOUVER EXPRESS,DANMAR LINES,C,8,,,,,8,,,,,,,,,,,,8,,,,173120,306.37,306.37,,2025-02-22,2025-02-22,2025-04-11,2025-04-11,2025-04-30,2025-04-11,2025-04-18,2025-04-18,47150,77568,81446,2025-04-24,,,,,,,,,,,,,,
480,HVDC-ADOPT-ZEN-0014,,HVDC-ADOPT-ZEN-0014,2025-01-20,,FIRE EATER,,,Fire Extinguishing System,,,,,CIF,EUR,,,,1090579.95,Denmark,Copenhagen,Khalifa port,17031,VANCOUVER EXPRESS,,C,95,7,,,,,,,,,,,,,,,,7,,,,121226,137.39,137.39,,2025-02-08,2025-02-08,2025-04-11,2025-04-11,,2025-04-18,2025-04-18,2025-04-18,47150,68168,265079,,,,,,,,,,,,,2025-04-23,,
481,HVDC-ADOPT-SCT-0091,E08,HVDC-ADOPT-SCT-0091,2025-04-11,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,O,O,O,,FOB,USD,18330,890,211.42,19431.42,Spain,Barcelona,Abu Dhabi Airport,BCN323247,EY0112,,A,3,,,,,,,,,,,,,,,,,0,,,,271,2.88,2.88,,2025-04-11,2025-04-11,2025-04-11,2025-04-11,2025-04-28,2025-04-17,2025-04-17,2025-04-17,47150,3569,3747,2025-05-01,2025-04-30,2025-04-29,,,,,,,,2025-04-19,,,,
482,HVDC-ADOPT-ZEN-0016,,HVDC-ADOPT-ZEN-0016,2025-01-30,,APRECO,,,Pressure Relief Dampers,,,,,CIF,GBP,,,,80363,United Kingdom,London,Khalifa port,NE2500059,MAERSK HERRERA,,C,9,,,1,,,,,,,,,,,,,,1,,,,5211,24.8,24.8,,2025-03-13,2025-03-13,2025-04-12,2025-04-12,2025-04-28,2025-04-17,2025-04-17,2025-04-17,47150,22505,23629,,,,,,,,,,,,,2025-04-18,,
483,HVDC-ADOPT-HE-0312,E01,PRL-O-010-A1,2025-04-13,4572116646,Hitachi,Elec,Main Converter,Capacitor Bank,O,,O,,DAP,SEK,578780.6,38384.64,57878.06,675043.3,Italy,Milan,Abu Dhabi Airport,S00214862,EY0082,,A,2,,,,,,,,,,,,,,,,,0,,,,1327,5.13,5.13,,2025-04-13,2025-04-13,2025-04-13,2025-04-13,2025-05-06,2025-04-17,2025-04-17,2025-04-17,47150,,12699,2025-04-20,2025-04-20,,,,,,,,,,,,,
484,HVDC-ADOPT-HE-0313,E01,PRL-O-010-A2 Spare,2025-04-13,4572116646,Hitachi,Elec,Main Converter,Capacitor Bank,O,,O,,DAP,SEK,37169.28,6472.44,3716.93,47358.65,Italy,Milan,Abu Dhabi Airport,S00220911,EY0082,,A,2,,,,,,,,,,,,,,,,,0,,,,96,0.41,0.41,,2025-04-13,2025-04-13,2025-04-13,2025-04-13,2025-05-06,2025-04-17,2025-04-17,2025-04-17,47150,,890,2025-04-20,2025-04-20,,,,,,,,,,,,,
485,HVDC-ADOPT-SIM-0064,E04-1,477QGP51800321,2025-01-08,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,MRDC-PS038-DG,,,O,,CIF,USD,,,,78.58,GERMANY,Hamburg,Khalifa port,DXB00005053,ALETTE MAERSK,Alpha Maritime,C,1,,,,,,,,,,,,,,,,,0,,,,3.1,0.02,0.02,,2025-03-03,2025-03-03,2025-04-06,2025-04-06,,2025-04-10,2025-04-21,2025-04-21,47150,304,312,,2025-04-24,,,,,,,,,,,,,
486,HVDC-ADOPT-SIM-0040,E04-1,477QGP51800251,2025-01-07,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,MRDC-PS040-DG,,,O,,CIF,USD,,,,1537.2,GERMANY,Hamburg,Khalifa port,DXB00005093,ALETTE MAERSK,Alpha Maritime,C,8,1,,,,,,,,,,,,,,,,1,,,,211.1,0.87,0.87,,2025-03-03,2025-03-03,2025-04-06,2025-04-06,,2025-04-10,2025-04-21,2025-04-21,47150,,,,2025-04-24,,,,,,,,,,,,,
487,HVDC-ADOPT-HE-0320,E01,PRL-ZAK-017-O1,2025-03-14,4572116646,Hitachi,Elec,Main Converter,Aluminium Busbar Tube 250x12mm,,,,O,DAP,SEK,1433602.34,68125,143360.23,1645087.57,BELGIUM,Antwerp,Khalifa port,GOT36800262,MAERSK HERRERA,Scan Global Logistics AB,C,44,,,2,,,,,,,,,,,,,,2,,,,19265,72.3,72.3,,2025-03-14,2025-03-14,2025-04-12,2025-04-12,2025-05-06,2025-04-15,2025-04-21,2025-04-21,47150,31377,32945,,,,2026-01-25,2025-04-23,,,,,,2025-10-28,,,,
488,HVDC-ADOPT-HE-0293,E01,PRL-SHU-041-O,2025-03-07,4572116646,Hitachi,Elec,Main Converter,Alu.lina AAC Solros 910mm2 61-kardeler,O,,,,DAP,SEK,421167.88,101931.63,42116.79,565216.3,SWEDEN,Gothenburg,Khalifa port,GOT36800245,MAERSK HERRERA,Scan Global Logistics AB,C,7,,,1,,,,,,,,,,,,,,1,,,,9242,17.92,17.92,,2025-03-07,2025-03-07,2025-04-14,2025-04-14,2025-04-28,2025-04-15,2025-04-21,2025-04-21,47150,44594,46822,2025-05-05,,,,,,,,,,,,,,
489,HVDC-ADOPT-HE-0294,E01,PRL-MIR-027-O,2025-03-07,4572116646,Hitachi,Elec,Main Converter,Alu.lina AAC Solros 910mm2 61-kardeler,,,O,,DAP,SEK,253256.11,101931.63,25325.6,380513.34,SWEDEN,Gothenburg,Khalifa port,GOT36800246,MAERSK HERRERA,Scan Global Logistics AB,C,5,,,1,,,,,,,,,,,,,,1,,,,5668,12.8,12.8,,2025-03-07,2025-03-07,2025-04-14,2025-04-14,2025-04-28,2025-04-15,2025-04-21,2025-04-21,47150,,,2025-05-05,2025-05-05,,,,,,,,,,,,,
490,HVDC-ADOPT-HE-0295,E01,PRL-CS-030-O,2025-03-07,4572116646,Hitachi,Elec,Main Converter,Alu.lina AAC Solros 910mm2 61-kardeler,,O,,O,DAP,SEK,1027529.64,261973.64,102752.96,1392256.24,SWEDEN,Gothenburg,Khalifa port,GOT36800247,MAERSK HERRERA,Scan Global Logistics AB,C,17,,,1,,,,,,,,,,,,,,1,,,,22640,43.52,43.52,,2025-03-07,2025-03-07,2025-04-14,2025-04-14,2025-05-05,2025-04-15,2025-04-21,2025-04-21,47150,,,,,2025-08-07,2025-11-12,,2025-04-23,,,,,2025-11-04,,,,
491,HVDC-ADOPT-HE-0288,E01,PRL-CS-025-O1,2025-02-06,4572116646,Hitachi,Elec,Main Converter,Capacitor Bank,,O,,O,DAP,SEK,571677.4,52870.23,57167.74,681715.37,SWEDEN,Gothenburg,Khalifa port,GOT36800241-001,CMA CGM AGUILA,Scan Global Logistics AB,C,2,,,1,,,,,,,,,,,,,,1,,,,1465,5.03,5.03,,2025-02-06,2025-02-06,2025-04-13,2025-04-13,2025-11-30,2025-04-22,2025-04-23,2025-04-23,47150,,13995,,,2025-04-24,2025-05-18,,,,,,,2025-05-09,,,,
492,HVDC-ADOPT-HE-0289,E01,PRL-CS-025-O1 SPARE,2025-02-06,4572116646,Hitachi,Elec,Main Converter,Spare Capacitor,,O,,O,DAP,SEK,36067.68,4037.26,3606.77,43711.71,SWEDEN,Gothenburg,Khalifa port,GOT36800241-002,CMA CGM AGUILA,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,87,0.41,0.41,,2025-02-06,2025-02-06,2025-04-13,2025-04-13,2025-11-30,2025-04-22,2025-04-23,2025-04-23,47150,,,,,2025-05-24,2025-05-18,,,,,,,2025-05-09,,,,
493,HVDC-ADOPT-HE-0296,E01,PRL- SHU-033-O1,2025-02-12,4572116646,Hitachi,Elec,Main Converter,Capacitor Bank,O,,,,DAP,SEK,277506,63368.55,27750.6,368625.15,SWEDEN,Gothenburg,Khalifa port,GOT36800248-001,CSCL NEPTUNE,Scan Global Logistics AB,C,4,,,1,,,,,,,,,,,,,,1,,,,1440,4.07,4.07,,2025-02-12,2025-02-12,2025-04-13,2025-04-13,2025-11-30,2025-04-22,2025-04-23,2025-04-23,47150,,7831,2025-05-11,,,,,,,,,,,,,,
494,HVDC-ADOPT-HE-0297,E01,PRL- SHU-033-O1 SPARE,2025-02-12,4572116646,Hitachi,Elec,Main Converter,Spare Capacitor,O,,,,DAP,SEK,30974.4,3226.13,3097.44,37297.97,SWEDEN,Gothenburg,Khalifa port,GOT36800248-002,CSCL NEPTUNE,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,197,0.21,0.21,,2025-02-12,2025-02-12,2025-04-13,2025-04-13,2025-11-30,2025-04-22,2025-04-23,2025-04-23,47150,,,2025-05-11,,,,,,,,,,,,,,
495,HVDC-ADOPT-ZEN-0018,,HVDC-ADOPT-ZEN-0018,2025-03-27,7772400288,Fluid Pumps,,,"Valves, Nozzle & Grooved Fittings",,,,,CIF,USD,,,,71896.28,India,Cochin,Khalifa port,CSX25COKAUH013835,Ever Brace,,C,13,,,1,,,,,,,,,,,,,,1,,,,6266.53,10.96,10.96,,2025-04-03,2025-04-03,2025-04-14,2025-04-14,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,8435,13624,,,,,,,,,,,,,2025-04-25,,
496,HVDC-ADOPT-SCT-0077,E08,HVDC-ADOPT-SCT-0077,2025-03-25,5001004422,Roxtec,Elec,Lighting&Small Power System,Multi Cable Transit,O,O,O,,FOB,USD,160063.8,11081.96,1882.6,173028.36,Sweden,Malmoe,Abu Dhabi Airport,AF207880,QR9543,,A,3,,,,,,,,,,,,,,,,,0,,,,1516,2.74,2.74,,2025-04-10,2025-04-10,2025-04-17,2025-04-17,2025-04-28,2025-04-22,2025-04-22,2025-04-22,47150,31773,33361,2025-05-01,2025-04-29,2025-05-03,,,,,,,,2025-04-25,,,,
497,HVDC-ADOPT-SCT-0080,E08,HVDC-ADOPT-SCT-0080,2025-03-20,5000734812,Excellift,Mech,Crane and Hoist,Crane and Hoist (7th),O,,O,O,FOB,USD,280,733,11.14,1024.14,MALAYSIA,Kuala Lumpur,Abu Dhabi Airport,TC2502345,CV7545,,A,1,,,,,,,,,,,,,,,,,0,,,,182,0.93,0.93,,2025-04-11,2025-04-11,2025-04-19,2025-04-19,,2025-04-21,2025-04-21,2025-04-21,47150,189,198,2025-05-01,2025-04-29,,2025-04-27,,,,,,,2025-04-22,,,,
498,HVDC-ADOPT-SCT-0088,E08,HVDC-ADOPT-SCT-0088,2025-04-16,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,O,,,,FOB,USD,6750,,,6750,Spain,Vitoria-Gasteiz,Abu Dhabi Airport,MAD-00002376,EK4607T,,A,1,,,,,,,,,,,,,,,,,0,,,,103,0.71,0.71,,2025-04-16,2025-04-16,2025-04-19,2025-04-19,2025-04-30,2025-04-22,2025-04-22,2025-04-22,47150,1240,1302,2025-04-23,,,,,,,,,,,,,,
499,HVDC-ADOPT-HE-0321,E01,PRL-MIR-031-O1,2025-03-21,4572116646,Hitachi,Elec,Main Converter,Aluminium Busbar Tube 160x6mm,,,O,,DAP,SEK,567671.77,77500.25,56767.18,701939.2,BELGIUM,Antwerp,Khalifa port,GOT36800263,MAERSK HAMBURG,Scan Global Logistics AB,C,28,,,1,,,,,,,,,,,,,,1,,,,6731,36.7,36.7,,2025-03-21,2025-03-21,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,13543,14219,,2025-06-03,,,2025-05-02,,,,,,,,,,
500,HVDC-ADOPT-HE-0322,E01,PRL-DAS-031-O1,2025-03-13,4572116646,Hitachi,Elec,Main Converter,Control Cubicle,,O,,,DAP,SEK,33998100,553419,3399810,37951329,SWEDEN,Gothenburg,Khalifa port,GOT36800264,Maersk Hamburg,Scan Global Logistics AB,C,60,,,7,,,,,,,,,,,,,,7,,,,38318,290.6,290.6,,2025-03-21,2025-03-21,2025-04-20,2025-04-20,2025-11-30,2025-04-22,2025-04-23,2025-04-23,47150,732180,768789,,,2025-06-10,,2025-05-09,,,,,,2025-06-04,,,,
501,HVDC-ADOPT-HE-0276,E01,PRL-CS-023-O1,2025-03-22,4572116646,Hitachi,Elec,Main Converter,Auxillary Bus Filter Resistors,,O,,O,DAP,SEK,495615.42,20797.9,49561.54,565974.86,BELGIUM,Antwerp,Khalifa port,GOT36800234-001,Maersk Hamburg,Scan Global Logistics AB,C,4,,,7,,,,,,,,,,,,,,7,,,,850,7.99,7.99,,2025-03-21,2025-03-21,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,243530,,,2025-09-23,,2025-05-05,,,,,,2025-09-15,,,,
502,HVDC-ADOPT-HE-0277,E01,PRL-CS-023-O2 Spare,2025-03-22,4572116646,Hitachi,Elec,Main Converter,Auxillary Bus Filter Resistors Spare,,O,,O,DAP,SEK,82602.57,20797.9,8260.26,111660.73,BELGIUM,Antwerp,Khalifa port,GOT36800234-002,Maersk Hamburg,Scan Global Logistics AB,C,4,,,,,,,,,,,,,,,,,0,,,,205,1.38,1.38,,2025-03-21,2025-03-21,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,,,2025-09-23,,2025-05-05,,,,,,2025-09-15,,,,
503,HVDC-ADOPT-HE-0278,E01,PRL-CS-024-O1,2025-03-22,4572116646,Hitachi,Elec,Main Converter,Insulator for HP 12 AC Filter Resistor,,O,,O,DAP,SEK,2173983.82,31196.84,217398.38,2422579.04,BELGIUM,Antwerp,Khalifa port,GOT36800235-001,Maersk Hamburg,Scan Global Logistics AB,C,6,,,,,,,,,,,,,,,,,0,,,,960,4.13,4.13,,2025-03-21,2025-03-21,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,,,2025-07-31,,2025-05-05,,,,,,2025-07-22,,,,
504,HVDC-ADOPT-HE-0279,E01,PRL-CS-024-O1 Spare,2025-03-22,4572116646,Hitachi,Elec,Main Converter,Composite Insulator Spare,,O,,O,DAP,SEK,724661.27,10398.95,72466.13,807526.35,BELGIUM,Antwerp,Khalifa port,GOT36800235-002,Maersk Hamburg,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,70,0.35,0.35,,2025-03-21,2025-03-21,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,,,2025-08-14,,2025-05-05,,,,,,2025-08-05,,,,
505,HVDC-ADOPT-HE-0280,E01,PRL-MIR-020-O1,2025-03-22,4572116646,Hitachi,Elec,Main Converter,Auxillary Bus Filter Resistors,,,O,,DAP,SEK,618940.76,31196.84,61894.08,712031.68,BELGIUM,Antwerp,Khalifa port,GOT36800236-001,Maersk Hamburg,Scan Global Logistics AB,C,6,,,,,,,,,,,,,,,,,0,,,,2400,21.08,21.08,,2025-03-22,2025-03-22,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,,2025-10-21,,,2025-05-05,,,,,,,,,,
506,HVDC-ADOPT-HE-0281,E01,PRL-MIR-020-O2 Spare,2025-03-22,4572116646,Hitachi,Elec,Main Converter,Auxillary Bus Filter Resistors Spare,,,O,,DAP,SEK,206313.59,10398.95,20631.36,237343.9,BELGIUM,Antwerp,Khalifa port,GOT36800236-002,Maersk Hamburg,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,385,3.69,3.69,,2025-03-22,2025-03-22,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,,2025-10-20,,,2025-05-05,,,,,,,,,,
507,HVDC-ADOPT-HE-0282,E01,PRL-MIR-021-O1,2025-03-22,4572116646,Hitachi,Elec,Main Converter,HP 12 AC Filter Resistor,,,O,,DAP,SEK,2323049.95,31196.84,232304.99,2586551.78,BELGIUM,Antwerp,Khalifa port,GOT36800237-001,Maersk Hamburg,Scan Global Logistics AB,C,6,,,,,,,,,,,,,,,,,0,,,,8100,113.61,113.61,,2025-03-22,2025-03-22,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,,2025-10-21,,,2025-05-05,,,,,,,,,,
508,HVDC-ADOPT-HE-0283,E01,PRL-MIR-021-O2 Spare,2025-03-22,4572116646,Hitachi,Elec,Main Converter,HP 12 AC Filter Resistor Spare,,,O,,DAP,SEK,774349.98,10398.95,77435,862183.93,BELGIUM,Antwerp,Khalifa port,GOT36800237-002,Maersk Hamburg,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,1335,19.11,19.11,,2025-03-22,2025-03-22,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,,2025-10-20,,,2025-05-05,,,,,,,,,,
509,HVDC-ADOPT-HE-0284,E01,PRL-SHU-030-O1,2025-03-22,4572116646,Hitachi,Elec,Main Converter,HP 12 AC Filter Resistor,O,,,,DAP,SEK,2323049.95,31196.84,232304.99,2586551.78,BELGIUM,Antwerp,Khalifa port,GOT36800238-001,Maersk Hamburg,Scan Global Logistics AB,C,6,,,,,,,,,,,,,,,,,0,,,,8100,113.61,113.61,,2025-03-22,2025-03-22,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,2025-06-26,,,,2025-05-05,,,,,,,,,,
510,HVDC-ADOPT-HE-0285,E01,PRL-SHU-030-O2 Spare,2025-03-22,4572116646,Hitachi,Elec,Main Converter,HP 12 AC Filter Resistor Spare,O,,,,DAP,SEK,774349.98,10398.95,77435,862183.93,BELGIUM,Antwerp,Khalifa port,GOT36800238-002,Maersk Hamburg,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,1335,19.11,19.11,,2025-03-22,2025-03-22,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,2025-06-30,,,,2025-05-05,,,,,,,,,,
511,HVDC-ADOPT-HE-0286,E01,PRL-SHU-031-O1,2025-03-22,4572116646,Hitachi,Elec,Main Converter,Auxillary Bus Filter Resistors,O,,,,DAP,SEK,563709.93,31196.84,56370.99,651277.76,BELGIUM,Antwerp,Khalifa port,GOT36800239-001,Maersk Hamburg,Scan Global Logistics AB,C,6,,,,,,,,,,,,,,,,,0,,,,2100,18.22,18.22,,2025-03-20,2025-03-20,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,2025-06-26,,,,2025-05-05,,,,,,,,,,
512,HVDC-ADOPT-HE-0287,E01,PRL-SHU-031-O2 SPARE,2025-03-22,4572116646,Hitachi,Elec,Main Converter,Auxillary Bus Filter Resistors Spare,O,,,,DAP,SEK,187903.31,10398.95,18790.33,217092.59,BELGIUM,Antwerp,Khalifa port,GOT36800239-002,Maersk Hamburg,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,335,3.21,3.21,,2025-03-20,2025-03-20,2025-04-20,2025-04-20,2025-11-30,2025-04-21,2025-04-23,2025-04-23,47150,,,2025-07-01,,,,2025-05-05,,,,,,,,,,
513,HVDC-ADOPT-HE-0356,E01,PRL-MIR-010-A5,2025-04-20,4572116646,Hitachi,Elec,Main Converter,EXTERNAL PIPES VALVE HALL,,,O,,DAP,SEK,1325745.56,497391.05,132574.56,1955711.17,Denmark,Billund,Abu Dhabi Airport,1130117917,QR9250A,,A,4,,,,,,,,,,,,,,,,,0,,,,8770,70.66,70.66,,2025-04-20,2025-04-20,2025-04-25,2025-04-25,2025-11-30,2025-04-25,2025-04-25,2025-04-25,47150,,37473,,2025-04-30,,,,,,,,,,,,,
